Brand,Usage_Type,CPU_Brand,CPU_Cores,CPU_Frequency_GHz,GPU_Brand,GPU_Model,RAM_GB,Storage_GB,Screen_Size,CPU_Performance_Score,GPU_Performance_Score,Overall_Performance_Score,Price_USD,Price_Performance_Ratio,Perf_Per_Core,RAM_Storage_Ratio,GPU_Weight,CPU_Cores_scaled,CPU_Frequency_GHz_scaled,RAM_GB_scaled,Storage_GB_scaled,CPU_Performance_Score_scaled,GPU_Performance_Score_scaled,Overall_Performance_Score_scaled,Price_USD_scaled,Price_Performance_Ratio_scaled,Perf_Per_Core_scaled,RAM_Storage_Ratio_scaled,GPU_Weight_scaled
Lenovo,Student,Intel,6,2.9,AMD,AMD Radeon,8,512.0,13.3,1732,615,1062,695,1.53,177.0,1.56,0.262,-0.12600107633916122,-0.2123160898783125,-0.6911193813549762,-0.08871868605736126,-0.281948327708501,-0.6342123610729503,-0.5775366484969848,-0.5200076222348006,-0.5066953716195235,-0.7613150031503129,-0.9492766384969085,-1.600665650124697
Lenovo,Student,AMD,4,2.1,AMD,AMD Radeon,16,256.0,15.6,851,729,778,598,1.3,194.5,6.25,0.461,-0.6894491538759353,-1.0980621137497686,0.14174271864348867,-0.7032204076667893,-0.7925185068446908,-0.6040815396500331,-0.6779085724084043,-0.6238123190646018,-0.6882464949774427,-0.6855975959269996,1.9157057555432102,-0.19579037247315853
MSI,Student,Intel,6,2.6,AMD,AMD Radeon,8,512.0,15.6,1566,1058,1261,456,2.77,210.2,1.56,0.403,-0.12600107633916122,-0.5444708488301084,-0.6911193813549762,-0.08871868605736126,-0.3781511083402916,-0.5171250462452984,-0.5072056173055325,-0.7757738340113209,0.4721019890927368,-0.6176682648752273,-0.9492766384969085,-0.6052515086731044
HP,Professional,Intel,6,4.3,NVIDIA,NVIDIA GeForce,16,1024.0,15.6,2607,1084,1693,2037,0.83,282.2,1.56,0.294,-0.12600107633916122,1.337739451896736,0.14174271864348867,1.1402847571614947,0.22514464248919042,-0.5102531045172647,-0.3545271978346409,0.9161357091630667,-1.0592422687957994,-0.30614521801359573,-0.9492766384969085,-1.3747560577385203
MSI,Basic,Intel,4,2.3,AMD,AMD Radeon,4,256.0,13.3,905,698,781,449,1.74,195.2,1.56,0.435,-0.6894491538759353,-0.8766256077819048,-1.1075504313542086,-0.7032204076667893,-0.7612236263982047,-0.612275008633458,-0.6768483056065231,-0.783264894607286,-0.3409313024666407,-0.6825688996380671,-0.9492766384969085,-0.37934191628692754
Razer,Student,Intel,4,2.6,AMD,AMD Radeon,16,512.0,14.0,1029,1428,1268,756,1.68,317.0,3.12,0.581,-0.6894491538759353,-0.5444708488301084,0.14174271864348867,-0.08871868605736126,-0.6893613083359033,-0.41933202934635666,-0.5047316614344763,-0.45472837989853393,-0.38829246508175014,-0.15557574536380714,0.003681258028163031,0.6513705989750049
Dell,Professional,AMD,6,3.2,NVIDIA,NVIDIA GeForce,32,512.0,15.6,1936,3772,3038,939,3.24,506.3,6.25,0.661,-0.12600107633916122,0.11983866907348392,1.8074669186404184,-0.08871868605736126,-0.16372322379955348,0.20019994798099316,0.12082575167542665,-0.25889065288973384,0.8430977629110937,0.6634702653432324,1.9157057555432102,1.216144579940448
ASUS,Basic,AMD,2,2.6,AMD,AMD Radeon,4,256.0,14.0,517,560,543,405,1.34,271.5,1.56,0.52,-1.2528972314127096,-0.5444708488301084,-1.1075504313542086,-0.7032204076667893,-0.9860831377544381,-0.6487491608822524,-0.760962805222431,-0.8303515612104948,-0.6566723865673698,-0.3524410041444215,-0.9492766384969085,0.22073043848885535
HP,Basic,AMD,4,2.2,AMD,AMD Radeon,4,256.0,14.0,861,578,691,355,1.95,172.8,1.56,0.402,-0.6894491538759353,-0.9873438607658365,-1.1075504313542086,-0.7032204076667893,-0.7867231586138601,-0.6439916627628445,-0.7086563096629588,-0.8838591368959593,-0.17516723331375797,-0.779487180883908,-0.9492766384969085,-0.6123111834351724
Dell,Gaming,AMD,8,4.5,NVIDIA,NVIDIA GeForce,32,512.0,14.0,3582,8720,6665,3607,1.85,833.1,6.25,0.709,0.43744700119761293,1.5591759578646003,1.8074669186404184,-0.08871868605736126,0.7901910949951894,1.5079833199160302,1.402688315149787,2.596273585686652,-0.25410250433894016,2.077438761376304,1.9157057555432102,1.555008968519713
ASUS,Student,Intel,4,2.8,Intel,Intel UHD,16,512.0,13.3,1106,571,785,491,1.6,196.2,3.12,0.34,-0.6894491538759353,-0.32303434286224464,0.14174271864348867,-0.08871868605736126,-0.6447371269585065,-0.645841800920392,-0.6754346165373482,-0.7383185310314958,-0.45144068190189585,-0.6782421906538778,0.003681258028163031,-1.0500110186833904
Lenovo,Professional,Intel,12,4.0,NVIDIA,NVIDIA GeForce,16,1024.0,15.6,4757,2856,3616,1844,1.96,301.3,1.56,0.375,1.5643431562711612,1.0055846929449401,0.14174271864348867,1.1402847571614947,1.4711445121178035,-0.04190384520665719,0.32510382217120287,0.7095964670171737,-0.16727370621123971,-0.2235050764155795,-0.9492766384969085,-0.8029224020110094
Dell,Basic,Intel,4,2.5,Intel,Intel Iris Xe,4,128.0,15.6,1004,519,713,282,2.53,178.2,3.12,0.341,-0.6894491538759353,-0.6551891018140406,-1.1075504313542086,-1.0104712684715034,-0.7038496789129802,-0.6595856843764595,-0.7008810197824967,-0.9619801973967375,0.2826573386322992,-0.7561229523692857,0.003681258028163031,-1.0429513439213223
ASUS,Professional,Intel,12,3.7,AMD,AMD Radeon,32,1024.0,17.3,4498,1606,2763,1782,1.55,230.2,3.12,0.263,1.5643431562711612,0.6734299339931441,1.8074669186404184,1.1402847571614947,1.321044992939287,-0.37228565905443334,0.02363462816965076,0.6432470731671978,-0.49090831741448704,-0.5311340851914407,0.003681258028163031,-1.593605975362629
Razer,Basic,Intel,2,2.3,Intel,Intel Iris Xe,4,512.0,15.6,468,740,631,389,1.62,315.5,0.78,0.613,-1.2528972314127096,-0.8766256077819048,-1.1075504313542086,-0.08871868605736126,-1.0144803440855088,-0.6011741796881727,-0.7298616457005827,-0.8474739854298434,-0.4356536276968594,-0.16206580884009114,-1.4257555867594445,0.8772801913611822
Lenovo,Professional,AMD,12,3.0,AMD,AMD Radeon,16,512.0,14.0,3548,3767,3680,2252,1.63,306.7,3.12,0.515,1.5643431562711612,-0.10159783689438036,0.14174271864348867,-0.08871868605736126,0.7704869110103648,0.19887842072560208,0.3477228472780016,1.1462182846105642,-0.42776010059434133,-0.20014084790095726,0.003681258028163031,0.18543206467851517
HP,Basic,Intel,2,2.2,Intel,Intel UHD,4,256.0,15.6,439,417,426,324,1.31,213.0,1.56,0.487,-1.2528972314127096,-0.9873438607658365,-1.1075504313542086,-0.7032204076667893,-1.031286853954918,-0.686544840386438,-0.8023132104957974,-0.9170338338209473,-0.6803529678749245,-0.6055534797194971,-0.9492766384969085,-0.012238828659389916
Acer,Student,Intel,4,2.1,AMD,AMD Radeon,8,256.0,15.6,825,1047,958,480,2.0,239.5,3.12,0.559,-0.6894491538759353,-1.0980621137497686,-0.6911193813549762,-0.7032204076667893,-0.8075864122448508,-0.5200324062071588,-0.6142925642955328,-0.750090197682298,-0.13569959780116678,-0.49089569163847996,0.003681258028163031,0.49605775420950887
ASUS,Professional,Intel,6,4.0,NVIDIA,NVIDIA GeForce,32,512.0,16.0,2393,2681,2565,1037,2.47,427.5,6.25,0.528,-0.12600107633916122,1.0055846929449401,1.8074669186404184,-0.08871868605736126,0.10112419034941218,-0.08815729914534585,-0.04634298075450788,-0.15401580454622338,0.2352961760171901,0.3225255973891134,1.9157057555432102,0.27720783658539966
ASUS,Student,Intel,4,2.1,AMD,AMD Radeon,8,256.0,15.6,841,678,743,429,1.73,185.8,3.12,0.446,-0.6894491538759353,-1.0980621137497686,-0.6911193813549762,-0.7032204076667893,-0.7983138550755216,-0.6175611176550224,-0.6902783517636848,-0.8046679248814718,-0.34882482956915895,-0.7232399640894467,0.003681258028163031,-0.3016854939041791
ASUS,Student,Intel,4,3.4,Intel,Intel Iris Xe,8,512.0,17.3,1372,934,1109,604,1.84,277.2,1.56,0.405,-0.6894491538759353,0.3412751750413477,-0.6911193813549762,-0.08871868605736126,-0.4905808640184083,-0.5498989221789978,-0.5609258019341795,-0.617391409982346,-0.2619960314414584,-0.3277787629345424,-0.9492766384969085,-0.5911321591489683
Dell,Professional,AMD,12,2.9,NVIDIA,NVIDIA RTX,32,512.0,13.3,3480,2377,2819,1875,1.5,234.9,6.25,0.406,1.5643431562711612,-0.2123160898783125,1.8074669186404184,-0.08871868605736126,0.7310785430407156,-0.168506156273125,0.04342627513809967,0.7427711639421617,-0.5303759529270782,-0.5107985529657508,1.9157057555432102,-0.5840724843869003
Acer,Student,AMD,4,2.2,Intel,Intel Iris Xe,16,256.0,13.3,864,944,912,927,0.98,228.0,6.25,0.522,-0.6894491538759353,-0.9873438607658365,0.14174271864348867,-0.7032204076667893,-0.7849845541446109,-0.5472558676682157,-0.6305499885910444,-0.2717324710542453,-0.9408393622580261,-0.5406528449566572,1.9157057555432102,0.23484978801299145
Dell,Basic,Intel,4,1.6,AMD,AMD Radeon,8,128.0,15.6,648,342,464,283,1.64,116.0,6.25,0.345,-0.6894491538759353,-1.6516533786694287,-0.6911193813549762,-1.0104712684715034,-0.9101640759305553,-0.7063677492173046,-0.7888831643386357,-0.9609100458830282,-0.4198665734918231,-1.0252442511858617,1.9157057555432102,-1.0147126448730506
Dell,Basic,AMD,2,1.8,Intel,Intel UHD,8,128.0,15.6,356,296,320,244,1.31,160.0,6.25,0.454,-1.2528972314127096,-1.4302168727015647,-0.6911193813549762,-1.0104712684715034,-1.0793882442708134,-0.7185257999669028,-0.8397759708289328,-1.0026459549176905,-0.6803529678749245,-0.8348690558815314,1.9157057555432102,-0.2452080958076348
ASUS,Gaming,Intel,16,5.2,NVIDIA,NVIDIA GeForce,16,1024.0,15.6,8317,10550,9657,1724,5.6,603.6,1.56,0.559,2.6912393113447095,2.334203728752125,0.14174271864348867,1.1402847571614947,3.5342884822935536,1.9916622953891745,2.460127738892629,0.581178285372059,2.7059701591053953,1.0844590495048538,-0.9492766384969085,0.49605775420950887
Dell,Professional,Intel,12,3.2,AMD,AMD Radeon,16,512.0,16.0,3897,3744,3805,971,3.92,317.1,3.12,0.49,1.5643431562711612,0.11983866907348392,0.14174271864348867,-0.08871868605736126,0.9727445642663582,0.19279939535080298,0.3919006306897179,-0.22464580445103655,1.379857605882333,-0.1551430744653881,0.003681258028163031,0.0089401956268142
Apple,Basic,Intel,4,2.5,AMD,AMD Radeon,4,256.0,15.6,983,628,770,378,2.04,192.5,1.56,0.39,-0.6894491538759353,-0.6551891018140406,-1.1075504313542086,-0.7032204076667893,-0.7160199101977248,-0.6307763902089334,-0.6807359505467542,-0.8592456520806456,-0.10412548939109384,-0.6942510138953782,-0.9492766384969085,-0.6970272805799889
Lenovo,Student,AMD,4,3.2,AMD,AMD Radeon,8,256.0,17.3,1293,795,994,597,1.66,248.5,3.12,0.381,-0.6894491538759353,0.11983866907348392,-0.6911193813549762,-0.7032204076667893,-0.5363641150419712,-0.5866373798788705,-0.6015693626729585,-0.624882470578311,-0.4040795192867866,-0.451955310780776,0.003681258028163031,-0.7605643534386012
Lenovo,Basic,AMD,2,2.6,Intel,Intel Iris Xe,4,128.0,15.6,511,728,641,518,1.24,320.5,3.12,0.588,-1.2528972314127096,-0.5444708488301084,-1.1075504313542086,-1.0104712684715034,-0.9895603466929366,-0.6043458451011113,-0.7263274230276454,-0.709424440161345,-0.7356076575925522,-0.1404322639191445,0.003681258028163031,0.7007883223094812
HP,Basic,Intel,4,2.8,Intel,Intel UHD,8,128.0,14.0,1119,439,711,256,2.78,177.8,6.25,0.282,-0.6894491538759353,-0.32303434286224464,-0.6911193813549762,-1.0104712684715034,-0.6372031742584264,-0.6807301204627172,-0.7015878643170842,-0.989804136753179,0.4799955161952549,-0.7578536359629613,1.9157057555432102,-1.4594721548833367
HP,Student,Intel,4,2.8,Intel,Intel Iris Xe,8,512.0,15.6,1122,1270,1211,671,1.8,302.8,1.56,0.531,-0.6894491538759353,-0.32303434286224464,-0.6911193813549762,-0.08871868605736126,-0.6354645697891772,-0.4610922906167156,-0.524876730670219,-0.5456912585638236,-0.2935701398515313,-0.21701501293929554,-0.9492766384969085,0.29838686087160377
Dell,Professional,Intel,12,4.1,AMD,AMD Radeon,16,1024.0,15.6,4872,1557,2883,2158,1.34,240.2,1.56,0.242,1.5643431562711612,1.1163029459288716,0.14174271864348867,1.1402847571614947,1.5377910167723572,-0.38523662615726617,0.06604530024489842,1.0456240423218908,-0.6566723865673698,-0.48786699534954747,-0.9492766384969085,-1.7418591453660577
HP,Gaming,Intel,12,5.3,NVIDIA,NVIDIA GeForce,32,1024.0,15.6,6316,11713,9554,3950,2.42,796.2,3.12,0.65,1.5643431562711612,2.4449219817360563,1.8074669186404184,1.1402847571614947,2.374639301304319,2.2990495349931455,2.4237252453613745,2.9633355548889386,0.19582854050459877,1.9177831998597183,0.003681258028163031,1.1384881575576995
Acer,Student,AMD,4,2.6,AMD,AMD Radeon,8,256.0,15.6,1055,647,810,851,0.95,202.5,3.12,0.38,-0.6894491538759353,-0.5444708488301084,-0.6911193813549762,-0.7032204076667893,-0.6742934029357434,-0.6257545866384472,-0.6665990598550049,-0.35306398609615136,-0.9645199435655808,-0.650983924053485,0.003681258028163031,-0.7676240282006692
Dell,Professional,AMD,8,2.6,NVIDIA,NVIDIA RTX,16,512.0,17.3,2042,2929,2574,2376,1.08,321.8,3.12,0.589,0.43744700119761293,-0.5444708488301084,0.14174271864348867,-0.08871868605736126,-0.10229253255274745,-0.02260954727794707,-0.04316218034886431,1.278917072310516,-0.8619040912328437,-0.13480754223969832,0.003681258028163031,0.7078479970715492
Lenovo,Professional,AMD,6,3.5,NVIDIA,NVIDIA GeForce,16,512.0,15.6,2080,1626,1808,2449,0.74,301.3,3.12,0.439,-0.12600107633916122,0.4519934280252798,0.14174271864348867,-0.08871868605736126,-0.08027020927559056,-0.36699955003286894,-0.31388363709586187,1.3570381328112944,-1.1302840127184637,-0.2235050764155795,0.003681258028163031,-0.3511032172386554
ASUS,Basic,Intel,2,2.7,AMD,AMD Radeon,4,128.0,17.3,534,614,582,425,1.37,291.0,3.12,0.535,-1.2528972314127096,-0.43375259584617626,-1.1075504313542086,-1.0104712684715034,-0.9762310457620259,-0.6344766665240285,-0.7471793367979754,-0.8089485309363089,-0.6329918052598151,-0.2680701789527296,0.003681258028163031,0.3266255599198759
ASUS,Student,Intel,6,2.6,AMD,AMD Radeon,16,256.0,14.0,1550,937,1182,796,1.48,197.0,6.25,0.377,-0.12600107633916122,-0.5444708488301084,0.14174271864348867,-0.7032204076667893,-0.38742366550962076,-0.5491060058257632,-0.5351259764217372,-0.4119223193501623,-0.5461630071321146,-0.6747808234665263,1.9157057555432102,-0.7888030524868733
Lenovo,Student,Intel,4,2.9,Intel,Intel UHD,8,512.0,15.6,1143,1389,1290,885,1.46,322.5,1.56,0.549,-0.6894491538759353,-0.2123160898783125,-0.6911193813549762,-0.08871868605736126,-0.6232943385044326,-0.42963994193840727,-0.4969563715540143,-0.3166788346300355,-0.5619500613371512,-0.13177884595076586,-0.9492766384969085,0.42546100658882846
HP,Professional,Intel,8,4.1,NVIDIA,NVIDIA GeForce,16,512.0,15.6,3299,2481,2809,2278,1.23,351.1,3.12,0.429,0.43744700119761293,1.1163029459288716,0.14174271864348867,-0.08871868605736126,0.6261827400626789,-0.14101838936099004,0.039892052465162364,1.1740422239670056,-0.7435011846950704,-0.00803496900295102,0.003681258028163031,-0.42169996485933575
Dell,Student,AMD,6,2.7,AMD,AMD Radeon,8,512.0,16.0,1611,1327,1441,501,2.88,240.2,1.56,0.452,-0.12600107633916122,-0.43375259584617626,-0.6911193813549762,-0.08871868605736126,-0.3520720413015532,-0.44602687990525697,-0.44358960919266094,-0.7276170158944029,0.5589307872204372,-0.48786699534954747,-0.9492766384969085,-0.2593274453317709
Apple,Student,AMD,6,2.2,AMD,AMD Radeon,16,256.0,14.0,1311,1242,1269,616,2.06,211.5,6.25,0.486,-0.12600107633916122,-0.9873438607658365,0.14174271864348867,-0.7032204076667893,-0.5259324882264759,-0.46849284324690577,-0.5043782391671826,-0.6045495918178345,-0.08833843518605737,-0.612043543195781,1.9157057555432102,-0.019298503421457953
Acer,Professional,Intel,6,4.5,NVIDIA,NVIDIA GeForce,16,1024.0,15.6,2674,3306,3053,2012,1.52,508.8,1.56,0.553,-0.12600107633916122,1.5591759578646003,0.14174271864348867,1.1402847571614947,0.2639734756357565,0.07703360777854222,0.1261270856848326,0.8893819213203344,-0.5145888987220417,0.6742870378037057,-0.9492766384969085,0.4536997056371006
Razer,Student,Intel,4,3.2,Intel,Intel Iris Xe,8,256.0,13.3,1287,1108,1179,731,1.61,294.8,3.12,0.463,-0.6894491538759353,0.11983866907348392,-0.6911193813549762,-0.7032204076667893,-0.5398413239804697,-0.5039097736913873,-0.5361862432236183,-0.4814821677412662,-0.4435471547993776,-0.25162868481281014,0.003681258028163031,-0.18167102294902246
HP,Professional,Intel,8,3.0,NVIDIA,NVIDIA RTX,32,1024.0,14.0,2437,2271,2337,1736,1.35,292.1,3.12,0.482,0.43744700119761293,-0.10159783689438036,1.8074669186404184,1.1402847571614947,0.12662372256506751,-0.19652253408741643,-0.12692325769747842,0.5940201035365704,-0.6487788594648516,-0.2633107990701213,0.003681258028163031,-0.04753720246973011
Acer,Professional,Intel,8,4.0,AMD,AMD Radeon,16,512.0,15.6,3203,2168,2582,1975,1.31,322.8,3.12,0.404,0.43744700119761293,1.0055846929449401,0.14174271864348867,-0.08871868605736126,0.5705473970467037,-0.2237459955484732,-0.04033480221051446,0.8497863153130908,-0.6803529678749245,-0.130480833255509,0.003681258028163031,-0.5981918339110364
HP,Basic,Intel,2,2.5,Intel,Intel Iris Xe,4,256.0,15.6,496,737,641,243,2.64,320.5,1.56,0.598,-1.2528972314127096,-0.6551891018140406,-1.1075504313542086,-0.7032204076667893,-0.9982533690391827,-0.6019670960414073,-0.7263274230276454,-1.0037161064313997,0.36948613676,-0.1404322639191445,-0.9492766384969085,0.7713850699301615
Dell,Student,Intel,4,3.2,AMD,AMD Radeon,16,256.0,17.3,1281,1416,1362,620,2.2,340.5,6.25,0.525,-0.6894491538759353,0.11983866907348392,0.14174271864348867,-0.7032204076667893,-0.5433185329189681,-0.42250369475929533,-0.47150996830886566,-0.6002689857629974,0.022170944249197935,-0.053898084235357975,1.9157057555432102,0.25602881229919555
HP,Student,Intel,4,2.8,AMD,AMD Radeon,8,256.0,15.6,1102,512,748,775,0.97,187.0,3.12,0.317,-0.6894491538759353,-0.32303434286224464,-0.6911193813549762,-0.7032204076667893,-0.6470552662508388,-0.661435822534007,-0.6885112404272162,-0.4343955011380574,-0.9487328893605443,-0.7180479133084195,0.003681258028163031,-1.2123835382109553
Lenovo,Professional,AMD,6,2.6,NVIDIA,NVIDIA RTX,16,512.0,15.6,1581,1939,1795,2162,0.83,299.2,3.12,0.551,-0.12600107633916122,-0.5444708488301084,0.14174271864348867,-0.08871868605736126,-0.36945808599404545,-0.2842719438453858,-0.31847812657068036,1.049904648376728,-1.0592422687957994,-0.2325911652823772,0.003681258028163031,0.43958035611296453
Acer,Gaming,Intel,8,4.4,NVIDIA,NVIDIA GeForce,16,512.0,16.0,3555,9592,7177,1257,5.71,897.1,3.12,0.73,0.43744700119761293,1.4484577048806686,0.14174271864348867,-0.08871868605736126,0.7745436547719463,1.738457673256239,1.583640516004177,0.08141752846982044,2.792798957233096,2.354348136364421,0.003681258028163031,1.703262138523142
Dell,Student,Intel,4,2.9,Intel,Intel Iris Xe,16,512.0,16.0,1151,929,1018,544,1.87,254.5,3.12,0.447,-0.6894491538759353,-0.2123160898783125,0.14174271864348867,-0.08871868605736126,-0.6186580599197681,-0.551220449434389,-0.5930872282579089,-0.6816005008049034,-0.23831545013390368,-0.42599505687564004,0.003681258028163031,-0.29462581914211106
Lenovo,Professional,Intel,8,3.1,AMD,AMD Radeon,32,1024.0,13.3,2480,1870,2114,1880,1.12,264.2,3.12,0.43,0.43744700119761293,0.00912041608955178,1.8074669186404184,1.1402847571614947,0.1515437199576398,-0.302509019969783,-0.20573642330398034,0.7481219215107082,-0.8303299828227708,-0.38402597972900365,0.003681258028163031,-0.4146402900972677
MSI,Professional,Intel,8,4.1,AMD,AMD Radeon,32,512.0,17.3,3247,2704,2921,1518,1.92,365.1,6.25,0.454,0.43744700119761293,1.1163029459288716,1.8074669186404184,-0.08871868605736126,0.596046929262359,-0.08207827377054677,0.07947534640206018,0.36072707354794514,-0.19884781462131265,0.05253895677569955,1.9157057555432102,-0.2452080958076348
HP,Student,Intel,4,3.3,AMD,AMD Radeon,8,256.0,13.3,1304,529,839,546,1.54,209.8,3.12,0.289,-0.6894491538759353,0.23055692205741557,-0.6911193813549762,-0.7032204076667893,-0.5299892319880575,-0.6569426298656773,-0.6563498141034867,-0.6794601977774848,-0.49880184451700527,-0.6193989484689029,0.003681258028163031,-1.4100544315488603
Acer,Gaming,Intel,12,4.8,AMD,AMD Radeon,32,512.0,16.0,5790,10815,8805,2130,4.13,733.8,6.25,0.651,1.5643431562711612,1.8913307168163962,1.8074669186404184,-0.08871868605736126,2.069803984362621,2.061703239924903,2.1590119671583703,1.0156597999380308,1.5456216750352159,1.647796559246304,1.9157057555432102,1.1455478323197676
Lenovo,Basic,Intel,2,1.7,AMD,AMD Radeon,8,128.0,14.0,339,338,338,458,0.74,169.0,6.25,0.499,-1.2528972314127096,-1.5409351256854968,-0.6911193813549762,-1.0104712684715034,-1.0892403362632257,-0.7074249710216175,-0.8334143700176457,-0.7736335309839024,-1.1302840127184637,-0.7959286750238275,1.9157057555432102,0.07247726848542654
Acer,Basic,Intel,2,2.0,Intel,Intel Iris Xe,4,128.0,15.6,393,790,631,512,1.23,315.5,3.12,0.668,-1.2528972314127096,-1.2087803667337007,-1.1075504313542086,-1.0104712684715034,-1.0579454558167396,-0.5879589071342616,-0.7298616457005827,-0.7158453492436007,-0.7435011846950704,-0.16206580884009114,0.003681258028163031,1.2655623032749244
Lenovo,Professional,Intel,8,4.0,AMD,AMD Radeon,16,1024.0,15.6,3239,3207,3220,779,4.13,402.5,1.56,0.498,0.43744700119761293,1.0055846929449401,0.14174271864348867,1.1402847571614947,0.5914106506776944,0.05086736812179835,0.1851486043228856,-0.43011489508322026,1.5456216750352159,0.21435787278438026,-0.9492766384969085,0.06541759372335851
Dell,Student,Intel,4,2.6,AMD,AMD Radeon,16,256.0,15.6,1027,582,760,614,1.24,190.0,6.25,0.362,-0.6894491538759353,-0.5444708488301084,0.14174271864348867,-0.7032204076667893,-0.6905203779820694,-0.6429344409585316,-0.6842701732196914,-0.6066898948452532,-0.7356076575925522,-0.7050677863558515,1.9157057555432102,-0.894698173917894
Razer,Gaming,Intel,12,5.2,NVIDIA,NVIDIA RTX,32,1024.0,13.3,6289,8478,7603,2442,3.11,633.6,3.12,0.574,1.5643431562711612,2.334203728752125,1.8074669186404184,1.1402847571614947,2.358991861081076,1.4440214007551007,1.7341984018713064,1.3495470722153293,0.7404819105783566,1.2142603190305337,0.003681258028163031,0.6019528756405287
Dell,Student,Intel,6,2.1,AMD,AMD Radeon,16,256.0,14.0,1240,1260,1252,634,1.97,208.7,6.25,0.504,-0.12600107633916122,-1.0980621137497686,0.14174271864348867,-0.7032204076667893,-0.5670794606653743,-0.4637353451274978,-0.510386417711176,-0.5852868645710673,-0.1593801791087215,-0.6241583283515112,1.9157057555432102,0.10777564229576674
Apple,Gaming,Intel,8,5.4,AMD,AMD Radeon,16,1024.0,15.6,4290,12751,9367,3171,2.95,1170.9,1.56,0.748,0.43744700119761293,2.555640234719989,0.14174271864348867,1.1402847571614947,1.200501749738007,2.573398593212339,2.357635281377447,2.129687525709402,0.614185476938065,3.5390010562354592,-0.9492766384969085,1.8303362842403665
ASUS,Student,Intel,4,3.0,Intel,Intel UHD,16,256.0,13.3,1204,730,920,675,1.36,230.0,6.25,0.377,-0.6894491538759353,-0.10159783689438036,0.14174271864348867,-0.7032204076667893,-0.587942714296365,-0.6038172341989548,-0.6277226104526945,-0.5414106525089865,-0.6408853323623334,-0.5319994269882785,1.9157057555432102,-0.7888030524868733
Dell,Professional,Intel,8,3.8,AMD,AMD Radeon,32,1024.0,15.6,3038,1710,2241,1613,1.39,280.1,3.12,0.36,0.43744700119761293,0.7841481869770758,1.8074669186404184,1.1402847571614947,0.47492415123799614,-0.3447978921422984,-0.16085179535767655,0.4623914673503277,-0.6172047510547788,-0.3152313068803932,0.003681258028163031,-0.90881752344203
ASUS,Basic,Intel,2,2.3,Intel,Intel Iris Xe,8,256.0,15.6,467,532,506,344,1.47,253.0,3.12,0.533,-1.2528972314127096,-0.8766256077819048,-0.6911193813549762,-0.7032204076667893,-1.0150598789085918,-0.6561497135124427,-0.774039429112299,-0.8956308035467615,-0.554056534234633,-0.43248512035192405,0.003681258028163031,0.31250621039573984
Lenovo,Student,Intel,6,2.7,AMD,AMD Radeon,8,512.0,15.6,1602,1002,1242,562,2.21,207.0,1.56,0.385,-0.12600107633916122,-0.43375259584617626,-0.6911193813549762,-0.08871868605736126,-0.35728785470930086,-0.5319261515056788,-0.5139206403841133,-0.6623377735581362,0.030064471351715992,-0.631513733624633,-0.9492766384969085,-0.732325654390329
MSI,Professional,Intel,8,3.5,NVIDIA,NVIDIA RTX,32,512.0,13.3,2796,3628,3295,2427,1.36,411.9,6.25,0.565,0.43744700119761293,0.4519934280252798,1.8074669186404184,-0.08871868605736126,0.33467672405189175,0.16213996302572936,0.21165527436991538,1.33349479950969,-0.6408853323623334,0.2550289372357598,1.9157057555432102,0.5384158027819163
HP,Student,Intel,6,3.4,AMD,AMD Radeon,16,256.0,15.6,2052,1494,1717,762,2.25,286.2,6.25,0.421,-0.12600107633916122,0.3412751750413477,0.14174271864348867,-0.7032204076667893,-0.09649718432191669,-0.40188786957519407,-0.34604506341959135,-0.4483074708162782,0.061638579761788936,-0.28883838207683843,1.9157057555432102,-0.4781773629558801
HP,Gaming,AMD,12,4.2,NVIDIA,NVIDIA RTX,32,512.0,17.3,5078,8693,7247,3663,1.98,603.9,6.25,0.631,1.5643431562711612,1.2270211989128044,1.8074669186404184,-0.08871868605736126,1.657175190327471,1.5008470727369183,1.6083800747147383,2.6562020704543725,-0.15148665200620326,1.0857570622001105,1.9157057555432102,1.004354337078407
Dell,Basic,Intel,4,2.1,AMD,AMD Radeon,4,128.0,16.0,849,381,568,367,1.55,142.0,3.12,0.31,-0.6894491538759353,-1.0980621137497686,-1.1075504313542086,-1.0104712684715034,-0.793677576490857,-0.696059836625254,-0.7521272485400877,-0.8710173187314477,-0.49090831741448704,-0.9127498175969393,0.003681258028163031,-1.2618012615454315
Dell,Professional,AMD,8,4.2,NVIDIA,NVIDIA RTX,16,1024.0,15.6,3325,2968,3111,2356,1.32,388.9,1.56,0.472,0.43744700119761293,1.2270211989128044,0.14174271864348867,1.1402847571614947,0.6412506454628389,-0.012301634685896451,0.14662557718786898,1.2575140420363302,-0.6724594407724063,0.15551463059940532,-0.9492766384969085,-0.1181339500904105
Dell,Gaming,AMD,8,3.8,NVIDIA,NVIDIA RTX,16,512.0,16.0,3043,12886,8948,1428,6.27,1118.5,3.12,0.809,0.43744700119761293,0.7841481869770758,0.14174271864348867,-0.08871868605736126,0.4778218253534115,2.6090798291078987,2.209551351381374,0.26441343731410905,3.2348364749741165,3.312281505463938,0.003681258028163031,2.260976444726517
