Brand,Usage_Type,CPU_Brand,GPU_Brand,GPU_Model,CPU_Cores,CPU_Frequency_GHz,RAM_GB,Storage_GB,CPU_Performance_Score,GPU_Performance_Score,Overall_Performance_Score,Price_USD,Price_Performance_Ratio,Screen_Size,Perf_Per_Core,RAM_Storage_Ratio,GPU_Weight,CPU_Cores_scaled,CPU_Frequency_GHz_scaled,RAM_GB_scaled,Storage_GB_scaled,CPU_Performance_Score_scaled,GPU_Performance_Score_scaled,Overall_Performance_Score_scaled,Price_USD_scaled,Price_Performance_Ratio_scaled,Perf_Per_Core_scaled,RAM_Storage_Ratio_scaled,GPU_Weight_scaled,Cluster
HP,Professional,Apple,Intel,RTX 3060,8,2.91,32,1024,2664,2200,4864,3283.72,1.48,14.9,608.0,3.12,0.452,-0.006045954641849409,0.4694549491858404,0.3329330666816741,0.3294890552112423,-0.16897280202337464,-0.12712781331217615,-0.20606582951054153,-0.18136571350308617,-0.033873753245784205,-0.5307339353155617,-0.39826547727153744,-0.13323880407434416,1
Apple,Professional,AMD,NVIDIA,RTX 3060,4,2.07,64,256,2084,2200,4284,3204.54,1.34,15.0,1071.0,25.0,0.514,-0.8422441294224655,-0.5026188032505005,1.8047918993400889,-0.7717126370392299,-0.455162969203908,-0.12712781331217615,-0.4675437980507415,-0.24720349508498854,-0.9264606681290215,0.5688611139369333,1.6088914514901205,0.19219662475770344,1
Apple,Professional,Apple,Intel,RX 6700,4,1.89,16,128,1096,2800,3896,2747.18,1.42,15.3,974.0,12.5,0.719,-0.8422441294224655,-0.7109203216297162,-0.4029963496475333,-0.9552462524143086,-0.9426731160562647,0.5382155886992521,-0.6424635425224614,-0.6274960915019995,-0.4164110024814579,0.33849238871556825,0.46220673441878934,1.26823312331528,1
Acer,Professional,Apple,Intel,RTX 3060,6,3.45,32,512,1896,2200,4096,2842.14,1.44,16.2,682.7,6.25,0.537,-0.42414504203215747,1.094359504323488,0.3329330666816741,-0.4046454062890725,-0.5479280578762188,-0.12712781331217615,-0.5522987257844615,-0.5485373173290081,-0.2888985860695667,-0.3533262675419949,-0.11113562411687615,0.3129226709373341,1
MSI,Professional,Apple,AMD,RTX 3070,6,2.27,64,2048,1368,3000,4368,3539.21,1.23,14.0,728.0,3.12,0.687,-0.42414504203215747,-0.2711726717180382,1.8047918993400889,1.797757978211872,-0.808459796275049,0.7599967227030615,-0.4296745750207815,0.03107296818875876,-1.6277789583944233,-0.24574169792830597,-0.39826547727153744,1.1002664503697075,1
Apple,Professional,Intel,NVIDIA,RTX 3070,8,1.99,16,2048,1760,3000,4760,3459.26,1.38,15.4,595.0,0.78,0.63,-0.006045954641849409,-0.5951972558634852,-0.4029963496475333,1.797757978211872,-0.6150347177668266,0.7599967227030615,-0.2529515342143015,-0.03540506461590267,-0.6714358353052404,-0.5616080943658477,-0.6129248563072905,0.8010758141854054,1
Apple,Professional,Apple,AMD,RX 6700,8,1.89,4,512,1632,2800,4432,3144.49,1.41,16.0,554.0,0.78,0.632,-0.006045954641849409,-0.7109203216297162,-0.9549434118944388,-0.4046454062890725,-0.6781939270756339,0.5382155886992521,-0.4008218336646215,-0.29713477550925294,-0.48016721068740353,-0.6589804421398268,-0.6129248563072905,0.8115737312445037,1
HP,Professional,AMD,NVIDIA,RTX 3070,4,2.52,8,128,1168,3000,4168,2792.9,1.49,16.8,1042.0,6.25,0.72,-0.8422441294224655,0.01813499269753929,-0.770961057812137,-0.9552462524143086,-0.9071460608200606,0.7599967227030615,-0.5198393917587815,-0.5894801357818101,0.029882454960161415,0.4999879899016798,-0.11113562411687615,1.2734820818448291,1
MSI,Professional,AMD,Intel,RX 6700,6,3.14,32,2048,1482,2800,4282,3328.77,1.29,15.4,713.7,1.56,0.654,-0.42414504203215747,0.7356180004481717,0.3329330666816741,1.797757978211872,-0.7522086254843925,0.5382155886992521,-0.46844544621812145,-0.14390685949620668,-1.2452417091587495,-0.2797032728836205,-0.5413717299620395,0.9270508188945852,1
Dell,Professional,Intel,Intel,RTX 3080,2,2.79,32,256,1094,3800,4894,3540.84,1.38,17.8,2447.0,12.5,0.776,-1.2603432168127735,0.33058727026636303,0.3329330666816741,-0.7717126370392299,-0.9436599787017148,1.6471212587182993,-0.19254110699984153,0.032428305192781344,-0.6714358353052404,3.836772102644132,0.46220673441878934,1.5674237594995821,1
Lenovo,Professional,Apple,NVIDIA,RX 6600,4,1.98,32,512,1580,2000,3580,2521.38,1.42,16.4,895.0,6.25,0.559,-0.8422441294224655,-0.6067695624401083,0.3329330666816741,-0.4046454062890725,-0.7038523558573369,-0.3489089473159856,-0.7849239529685014,-0.8152476838383669,-0.4164110024814579,0.15087249910229156,-0.11113562411687615,0.42839975858741564,1
Dell,Professional,Intel,AMD,RTX 3080,2,1.74,4,128,1018,3800,4818,3356.32,1.44,15.8,2409.0,3.12,0.789,-1.2603432168127735,-0.8845049202790627,-0.9549434118944388,-0.9552462524143086,-0.9811607592288192,1.6471212587182993,-0.22680373736028153,-0.1209991696429429,-0.2888985860695667,3.7465245608048345,-0.39826547727153744,1.6356602203837212,1
Dell,Professional,Apple,AMD,RX 6700,8,1.19,32,1024,2112,2800,4912,3489.21,1.41,15.3,614.0,3.12,0.57,-0.006045954641849409,-1.5209817819933333,0.3329330666816741,0.3294890552112423,-0.44134689216760636,0.5382155886992521,-0.18442627349342153,-0.01050178653585761,-0.48016721068740353,-0.5164843234461989,-0.39826547727153744,0.4861383024124558,1
Dell,Professional,Apple,NVIDIA,RX 6600,4,3.17,8,1024,1612,2000,3612,2619.13,1.38,14.6,903.0,0.78,0.554,-0.8422441294224655,0.7703349201780407,-0.770961057812137,0.3294890552112423,-0.688062553530135,-0.3489089473159856,-0.7704975822904214,-0.7339690383517419,-0.6714358353052404,0.1698719815947753,-0.6129248563072905,0.4021549659396698,1
MSI,Professional,Apple,NVIDIA,RX 6600,6,2.03,64,128,2340,2000,4340,3190.99,1.36,16.0,723.3,50.0,0.461,-0.42414504203215747,-0.5489080295569929,1.8047918993400889,-0.9552462524143086,-0.32884455058629325,-0.3489089473159856,-0.4422976493641015,-0.25847025361535975,-0.7989482517171302,-0.2569038938926403,3.9022608856327827,-0.08599817730840172,1
Asus,Professional,Intel,AMD,Iris Xe,8,1.86,16,2048,2720,900,3620,2411.76,1.5,17.8,452.5,0.78,0.249,-0.006045954641849409,-0.7456372413595853,-0.4029963496475333,1.797757978211872,-0.14134064795077142,-1.5687051843369375,-0.7668909896209014,-0.9063961760966157,0.09363866316610703,-0.9000363762632139,-0.6129248563072905,-1.1987773855728228,1
MSI,Professional,AMD,NVIDIA,RTX 3060,8,2.87,4,256,2296,2200,4496,2972.98,1.51,13.8,562.0,1.56,0.489,-0.006045954641849409,0.42316572287934795,-0.9549434118944388,-0.7717126370392299,-0.3505555287861958,-0.12712781331217615,-0.3719690923084615,-0.43974449916563185,0.15739487137205266,-0.639980959647343,-0.5413717299620395,0.06097266151897446,1
HP,Professional,AMD,NVIDIA,RX 6700,2,3.06,8,1024,898,2800,3698,2779.83,1.33,16.9,1849.0,0.78,0.757,-1.2603432168127735,0.6430395478351868,-0.770961057812137,0.3294890552112423,-1.040372517955826,0.5382155886992521,-0.7317267110930814,-0.6003477766668249,-0.990216876334967,2.4165607863309746,-0.6129248563072905,1.467693547438148,1
HP,Professional,Intel,Intel,RTX 3070,2,2.23,16,128,884,3000,3884,2907.37,1.34,16.8,1942.0,12.5,0.772,-1.2603432168127735,-0.3174618980245307,-0.4029963496475333,-0.9552462524143086,-1.0472805564739769,0.7599967227030615,-0.6478734315267414,-0.4942988923152736,-0.9264606681290215,2.6374297703060976,0.46220673441878934,1.5464279253813855,1
HP,Professional,Intel,Intel,RX 6700,2,3.07,8,1024,850,2800,3650,2738.82,1.33,17.4,1825.0,0.78,0.767,-1.2603432168127735,0.6546118544118097,-0.770961057812137,0.3294890552112423,-1.0640572214466288,0.5382155886992521,-0.7533662671102014,-0.6344473904919551,-0.990216876334967,2.3595623388535234,-0.6129248563072905,1.5201831327336397,1
MSI,Professional,Intel,NVIDIA,RTX 3070,2,3.85,16,256,526,3000,3526,2689.78,1.31,16.3,1763.0,6.25,0.851,-1.2603432168127735,1.5572517673884119,-0.4029963496475333,-0.7717126370392299,-1.2239289700095475,0.7599967227030615,-0.8092684534877614,-0.6752239099258588,-1.1177292927468583,2.2123163495367746,-0.11113562411687615,1.9610956492157685,1
HP,Professional,Intel,AMD,Iris Xe,8,2.54,16,256,3768,900,4668,2783.22,1.68,14.9,583.5,6.25,0.193,-0.006045954641849409,0.041279605850785515,-0.4029963496475333,-0.7717126370392299,0.3757753782650888,-1.5687051843369375,-0.2944273499137815,-0.5975290082964961,1.2412504108731268,-0.588919850448793,-0.11113562411687615,-1.4927190632275753,0
Dell,Professional,Apple,AMD,RX 6700,2,1.41,32,128,958,2800,3758,2688.33,1.4,16.2,1879.0,25.0,0.745,-1.2603432168127735,-1.266391037307625,0.3329330666816741,-0.9552462524143086,-1.0107666385923226,0.5382155886992521,-0.7046772660716815,-0.6764295778128729,-0.5439234188933492,2.4878088456777885,1.6088914514901205,1.4047060450835582,1
Dell,Professional,Intel,Intel,RTX 3070,4,3.64,64,1024,956,3000,3956,3092.05,1.28,13.5,989.0,6.25,0.758,-0.8422441294224655,1.3142333292793267,1.8047918993400889,0.3294890552112423,-1.0117535012377727,0.7599967227030615,-0.6154140975010615,-0.34073837826443026,-1.308997917364695,0.3741164183889752,-0.11113562411687615,1.4729425059676973,1
Asus,Professional,AMD,NVIDIA,RX 6700,6,2.28,4,512,1805,2800,4605,3020.36,1.52,16.8,767.5,0.78,0.608,-0.42414504203215747,-0.2596003651414154,-0.9549434118944388,-0.4046454062890725,-0.592830308244199,0.5382155886992521,-0.3228292671862515,-0.4003482615885853,0.22115107957799826,-0.15193175312166762,-0.6129248563072905,0.6855987265353238,1
Asus,Professional,Intel,NVIDIA,RTX 3070,2,1.52,16,128,534,3000,3534,2680.85,1.32,16.0,1767.0,12.5,0.849,-1.2603432168127735,-1.1390956649647708,-0.4029963496475333,-0.9552462524143086,-1.219981519427747,0.7599967227030615,-0.8056618608182414,-0.6826491611196756,-1.0539730845409128,2.2218160907830167,0.46220673441878934,1.95059773215667,1
MSI,Professional,Apple,AMD,RX 6600,8,1.05,32,256,2648,2000,4648,3187.49,1.46,15.2,581.0,12.5,0.43,-0.006045954641849409,-1.6829940740660565,0.3329330666816741,-0.7717126370392299,-0.17686770318697556,-0.3489089473159856,-0.30344383158758154,-0.26138048644608286,-0.16138616965767544,-0.5948571887276942,0.46220673441878934,-0.24871589172442568,1
Apple,Professional,Intel,AMD,RX 6700,2,1.9,8,1024,818,2800,3618,2777.47,1.3,15.1,1809.0,0.78,0.774,-1.2603432168127735,-0.6993480150530931,-0.770961057812137,0.3294890552112423,-1.0798470237738307,0.5382155886992521,-0.7677926377882814,-0.602310105089827,-1.181485500952804,2.321563373868556,-0.6129248563072905,1.5569258424404837,1
Dell,Professional,AMD,NVIDIA,RX 6600,12,3.09,16,256,2976,2000,4976,3129.26,1.59,14.9,414.7,6.25,0.402,0.8301522201387667,0.6777564675650559,-0.4029963496475333,-0.7717126370392299,-0.015022229333156716,-0.3489089473159856,-0.15557353213726155,-0.30979844579837074,0.6674445370196176,-0.9898089310401995,-0.11113562411687615,-0.39568673055180187,0
Asus,Professional,AMD,Intel,RX 6600,4,2.51,16,1024,1976,2000,3976,2766.64,1.44,14.6,994.0,1.56,0.503,-0.8422441294224655,0.00656268612091592,-0.4029963496475333,0.3294890552112423,-0.5084535520582142,-0.3489089473159856,-0.6063976158272615,-0.6113151969631788,-0.2888985860695667,0.3859910949467775,-0.5413717299620395,0.1344580809326627,1
Dell,Professional,Apple,NVIDIA,RX 6700,8,1.3,8,1024,1807,2800,4607,3282.26,1.4,15.7,575.9,0.78,0.608,-0.006045954641849409,-1.393686409650479,-0.770961057812137,0.3294890552112423,-0.5918434455987489,0.5382155886992521,-0.3219276190188715,-0.18257969634104462,-0.5439234188933492,-0.6069693588166526,-0.6129248563072905,0.6855987265353238,1
Asus,Professional,Intel,Intel,RTX 3070,4,2.43,32,128,1348,3000,4348,3012.69,1.44,13.8,1087.0,25.0,0.69,-0.8422441294224655,-0.08601576649206846,0.3329330666816741,-0.9552462524143086,-0.8183284227295502,0.7599967227030615,-0.43869105669458147,-0.4067258289633415,-0.2888985860695667,0.6068600789219007,1.6088914514901205,1.1160133259583545,1
MSI,Professional,Apple,NVIDIA,RTX 3060,8,3.06,16,1024,2336,2200,4536,3027.11,1.5,14.3,567.0,1.56,0.485,-0.006045954641849409,0.6430395478351868,-0.4029963496475333,0.3294890552112423,-0.3308182758771935,-0.12712781331217615,-0.3539361289608615,-0.39473566970076207,0.09363866316610703,-0.6281062830895408,-0.5413717299620395,0.03997682740077782,1
Dell,Professional,Intel,AMD,RTX 3060,4,3.64,32,1024,1500,2200,3700,2683.52,1.38,15.8,925.0,3.12,0.595,-0.8422441294224655,1.3142333292793267,0.3329330666816741,0.3294890552112423,-0.7433268616753415,-0.12712781331217615,-0.7308250629257014,-0.680429069217381,-0.6714358353052404,0.2221205584491055,-0.39826547727153744,0.6173622656511848,1
MSI,Professional,Apple,AMD,RTX 3060,8,1.26,4,128,1607,2200,3807,2645.98,1.44,16.3,475.9,3.12,0.578,-0.006045954641849409,-1.4399756359569715,-0.9549434118944388,-0.9552462524143086,-0.6905297101437603,-0.12712781331217615,-0.6825868859708715,-0.7116433950646229,-0.2888985860695667,-0.844462889972699,-0.39826547727153744,0.528129970648849,1
Apple,Professional,AMD,Intel,RX 6600,8,1.21,8,256,2136,2000,4136,2663.67,1.55,14.8,517.0,3.12,0.484,-0.006045954641849409,-1.497837168840087,-0.770961057812137,-0.7717126370392299,-0.429504540422205,-0.3489089473159856,-0.5342657624368614,-0.6969342468430536,0.4124197041958351,-0.746853048667564,-0.39826547727153744,0.03472786887122866,1
Asus,Professional,AMD,NVIDIA,RTX 3050,4,2.09,32,256,2020,1500,3520,2466.5,1.43,14.4,880.0,12.5,0.426,-0.8422441294224655,-0.4794741900972542,0.3329330666816741,-0.7717126370392299,-0.4867425738583116,-0.9033617823255091,-0.8119733979899014,-0.8608801346241058,-0.3526547942755123,0.1152484694288846,0.46220673441878934,-0.2697117258426223,1
Acer,Professional,AMD,NVIDIA,RX 6600,8,1.71,8,1024,2752,2000,4752,3202.1,1.48,14.0,594.0,0.78,0.421,-0.006045954641849409,-0.9192218400089319,-0.770961057812137,0.3294890552112423,-0.12555084562356958,-0.3489089473159856,-0.2565581268838215,-0.24923234311554987,-0.033873753245784205,-0.5639830296774082,-0.6129248563072905,-0.2959565184903681,1
MSI,Professional,AMD,AMD,RTX 3070,4,2.17,64,256,1064,3000,4064,3205.04,1.27,15.4,1016.0,25.0,0.738,-0.8422441294224655,-0.38689573748426936,1.8047918993400889,-0.7717126370392299,-0.9584629183834665,0.7599967227030615,-0.5667250964625414,-0.24678774753774238,-1.3727541255706408,0.43823967180110773,1.6088914514901205,1.367963335376714,1
Dell,Professional,Apple,NVIDIA,Iris Xe,12,2.88,16,1024,2724,900,3624,2228.65,1.63,14.6,302.0,1.56,0.248,0.8301522201387667,0.4347380294559708,-0.4029963496475333,0.3294890552112423,-0.1393669226598712,-1.5687051843369375,-0.7650876932861413,-1.058651242849106,0.9224693698433987,-1.2574641406530638,-0.5413717299620395,-1.2040263441023717,0
Lenovo,Professional,Apple,NVIDIA,Iris Xe,8,2.21,8,2048,2856,900,3756,2598.08,1.45,15.0,469.5,0.39,0.24,-0.006045954641849409,-0.3406065111777769,-0.770961057812137,1.797757978211872,-0.07423398806016361,-1.5687051843369375,-0.7055789142390614,-0.7514720100908054,-0.22514237786362107,-0.859662475966686,-0.6487014194799162,-1.2460180123387652,1
Acer,Professional,AMD,AMD,Iris Xe,8,3.65,8,512,3240,900,4140,2628.12,1.58,15.4,517.5,1.56,0.217,-0.006045954641849409,1.3258056358559496,-0.770961057812137,-0.4046454062890725,0.11524363986625845,-1.5687051843369375,-0.5324624661021015,-0.726493897452256,0.603688328813672,-0.7456655810117837,-0.5413717299620395,-1.3667440585183959,0
Dell,Professional,Apple,Intel,Iris Xe,12,3.59,16,2048,3228,900,4128,2725.15,1.51,15.0,344.0,0.78,0.218,0.8301522201387667,1.2563717963962109,-0.4029963496475333,1.797757978211872,0.10932246399355776,-1.5687051843369375,-0.5378723551063814,-0.6458139284336653,0.15739487137205266,-1.1577168575675243,-0.6129248563072905,-1.3614950999888467,0
Dell,Professional,AMD,NVIDIA,RX 6600,4,3.18,16,256,1672,2000,3672,2399.37,1.53,16.9,918.0,6.25,0.545,-0.8422441294224655,0.7819072267546642,-0.4029963496475333,-0.7717126370392299,-0.6584566741666316,-0.3489089473159856,-0.7434481372690214,-0.9166984003173759,0.2849072877839439,0.20549601126818226,-0.11113562411687615,0.3549143391737274,1
HP,Professional,Intel,NVIDIA,RTX 3070,8,2.3,4,2048,1944,3000,4944,3589.47,1.38,15.7,618.0,0.2,0.607,-0.006045954641849409,-0.23645575198816918,-0.9549434118944388,1.797757978211872,-0.524243354385416,0.7599967227030615,-0.16999990281534155,0.07286391163794294,-0.6714358353052404,-0.506984582199957,-0.6661310271794003,0.6803497680057747,1
Lenovo,Professional,AMD,Intel,RTX 3050,6,2.27,32,128,3192,1500,4692,2875.61,1.63,15.6,782.0,25.0,0.32,-0.42414504203215747,-0.2711726717180382,0.3329330666816741,-0.9552462524143086,0.09155893637545569,-0.9033617823255091,-0.2836075719052215,-0.5207071765163497,0.9224693698433987,-0.1174951911040409,1.6088914514901205,-0.8261013299748327,1
Lenovo,Professional,Apple,Intel,RTX 3070,6,2.21,8,128,1866,3000,4866,3372.97,1.44,15.2,811.0,6.25,0.617,-0.42414504203215747,-0.3406065111777769,-0.770961057812137,-0.9552462524143086,-0.5627309975579705,0.7599967227030615,-0.20516418134316153,-0.10715477631964596,-0.2888985860695667,-0.04862206706878743,-0.11113562411687615,0.7328393533012663,1
MSI,Professional,AMD,AMD,RX 6700,4,2.84,64,128,2200,2800,5000,3528.12,1.42,15.7,1250.0,50.0,0.56,-0.8422441294224655,0.38844880314947833,1.8047918993400889,-0.9552462524143086,-0.3979249357678013,0.5382155886992521,-0.14475375412870156,0.02185168759083873,-0.4164110024814579,0.9939745347062564,3.9022608856327827,0.4336487171169648,1
HP,Professional,Apple,AMD,RTX 3070,4,1.74,16,128,1380,3000,4380,3089.75,1.42,12.7,1095.0,12.5,0.685,-0.8422441294224655,-0.8845049202790627,-0.4029963496475333,-0.9552462524143086,-0.8025386204023484,0.7599967227030615,-0.42426468601650147,-0.34265081698176275,-0.4164110024814579,0.6258595614143845,0.46220673441878934,1.089768533310609,1
Dell,Professional,Intel,Intel,RTX 3060,6,3.81,64,2048,2382,2200,4582,3492.77,1.31,15.8,763.7,3.12,0.48,-0.42414504203215747,1.5109625410819194,1.8047918993400889,1.797757978211872,-0.30812043503184083,-0.12712781331217615,-0.3331982211111215,-0.007541663999464971,-1.1177292927468583,-0.1609565073055973,-0.39826547727153744,0.013732034753032023,1
MSI,Professional,Intel,AMD,RX 6600,12,1.38,4,512,2579,2000,4579,2860.75,1.6,14.0,381.6,0.78,0.437,0.8301522201387667,-1.3011079570374944,-0.9549434118944388,-0.4046454062890725,-0.21091446445500453,-0.3489089473159856,-0.3345506933621915,-0.5330631936205058,0.7312007452255632,-1.0684192898528508,-0.6129248563072905,-0.21197318201758156,0
HP,Professional,Apple,NVIDIA,RTX 3050,12,3.89,32,512,3108,1500,4608,2996.73,1.54,15.7,384.0,6.25,0.326,0.8301522201387667,1.6035409936949043,0.3329330666816741,-0.4046454062890725,0.05011070526655086,-0.9033617823255091,-0.3214767949351815,-0.41999649067143907,0.3486634959898895,-1.0627194451051056,-0.11113562411687615,-0.7946075787975377,0
Acer,Professional,Intel,NVIDIA,RTX 3070,4,2.66,16,256,892,3000,3892,2768.49,1.41,15.1,973.0,6.25,0.771,-0.8422441294224655,0.18014728477026284,-0.4029963496475333,-0.7717126370392299,-1.0433331058921764,0.7599967227030615,-0.6442668388572215,-0.609776931038368,-0.48016721068740353,0.3361174534040078,-0.11113562411687615,1.5411789668518363,1
Asus,Professional,AMD,AMD,RTX 3070,4,1.41,64,2048,908,3000,3908,3172.83,1.23,15.0,977.0,3.12,0.768,-0.8422441294224655,-1.266391037307625,1.8047918993400889,1.797757978211872,-1.0354382047285755,0.7599967227030615,-0.6370536535181814,-0.2735702045313403,-1.6277789583944233,0.34561719465024965,-0.39826547727153744,1.525432091263189,1
Apple,Professional,AMD,Intel,RTX 3060,6,1.87,16,512,2226,2200,4426,3050.44,1.45,16.1,737.7,3.12,0.497,-0.42414504203215747,-0.7340649347829622,-0.4029963496475333,-0.4046454062890725,-0.3850957213769498,-0.12712781331217615,-0.40352677816676147,-0.3753368891462561,-0.22514237786362107,-0.22270482540616937,-0.39826547727153744,0.10296432975536773,1
MSI,Professional,AMD,AMD,Iris Xe,6,1.75,8,2048,3066,900,3966,2553.88,1.55,16.6,661.0,0.39,0.227,-0.42414504203215747,-0.8729326137024396,-0.770961057812137,1.797757978211872,0.029386589712098454,-1.5687051843369375,-0.6109058566641614,-0.7882240932673662,0.4124197041958351,-0.40486236380285706,-0.6487014194799162,-1.3142544732229042,1
Apple,Professional,Apple,AMD,RTX 3070,4,2.32,64,512,1140,3000,4140,3322.41,1.25,15.0,1035.0,12.5,0.725,-0.8422441294224655,-0.21331113883492295,1.8047918993400889,-0.4046454062890725,-0.9209621378563622,0.7599967227030615,-0.5324624661021015,-0.149195168297178,-1.500266541982532,0.4833634427207566,0.46220673441878934,1.299726874492575,1
Lenovo,Professional,Apple,AMD,RTX 3050,12,1.21,16,2048,2892,1500,4392,2936.97,1.5,14.8,366.0,0.78,0.342,0.8301522201387667,-1.497837168840087,-0.4029963496475333,1.797757978211872,-0.05647046044206154,-0.9033617823255091,-0.4188547970122215,-0.46968663751830075,0.09363866316610703,-1.1054682807131941,-0.6129248563072905,-0.7106242423247512,0
MSI,Professional,Intel,AMD,RTX 3050,12,1.39,16,2048,2711,1500,4211,2800.99,1.5,15.4,350.9,0.78,0.356,0.8301522201387667,-1.2895356504608713,-0.4029963496475333,1.797757978211872,-0.14578152985529694,-0.9033617823255091,-0.5004539561601115,-0.5827533404673675,0.09363866316610703,-1.141329803917757,-0.6129248563072905,-0.6371388229110632,0
Asus,Professional,Apple,AMD,RTX 3070,2,2.57,4,256,604,3000,3604,2689.05,1.34,14.1,1802.0,1.56,0.832,-1.2603432168127735,0.07599652558065459,-0.9549434118944388,-0.7717126370392299,-1.185441326836993,0.7599967227030615,-0.7741041749599414,-0.6758309013448383,-0.9264606681290215,2.3049388266876325,-0.5413717299620395,1.8613654371543344,1
Lenovo,Professional,Apple,Intel,RX 6700,2,1.88,4,1024,826,2800,3626,2563.29,1.41,15.8,1813.0,0.39,0.772,-1.2603432168127735,-0.7224926282063393,-0.9549434118944388,0.3294890552112423,-1.0758995731920302,0.5382155886992521,-0.7641860451187614,-0.7803997244281935,-0.48016721068740353,2.331063115114798,-0.6487014194799162,1.5464279253813855,1
MSI,Professional,AMD,AMD,RX 6700,6,1.94,64,1024,1541,2800,4341,3256.59,1.33,16.5,723.5,6.25,0.645,-0.42414504203215747,-0.6530587887466006,1.8047918993400889,0.3294890552112423,-0.7230961774436141,0.5382155886992521,-0.44184682528041147,-0.20392417541666275,-0.990216876334967,-0.25642890683032804,-0.11113562411687615,0.8798101921286428,1
Apple,Professional,Intel,AMD,Iris Xe,16,2.59,32,256,3456,900,4356,2648.87,1.64,15.5,272.2,12.5,0.207,1.6663503949193827,0.09914113873390082,0.3329330666816741,-0.7717126370392299,0.22182480557487086,-1.5687051843369375,-0.43508446402506146,-0.7092403742415402,0.9862255780493443,-1.3282372129375655,0.46220673441878934,-1.4192336438138875,0
Asus,Professional,AMD,Intel,RTX 3060,8,3.98,64,512,1704,2200,3904,2838.32,1.38,16.4,488.0,12.5,0.564,-0.006045954641849409,1.7076917528845121,1.8047918993400889,-0.4046454062890725,-0.6426668718394297,-0.12712781331217615,-0.6388569498529414,-0.5517136285899685,-0.6714358353052404,-0.8157261727028174,0.46220673441878934,0.45464455123516084,1
MSI,Professional,AMD,NVIDIA,RX 6700,6,1.87,4,512,1962,2800,4762,3274.65,1.45,17.0,793.7,0.78,0.588,-0.42414504203215747,-0.7340649347829622,-0.9549434118944388,-0.4046454062890725,-0.515361590576365,0.5382155886992521,-0.2520498860469215,-0.18890737401013136,-0.22514237786362107,-0.08970844795878335,-0.6129248563072905,0.5806195559443407,1
Lenovo,Professional,Apple,Intel,RTX 3050,8,1.55,4,2048,3192,1500,4692,3137.81,1.5,12.7,586.5,0.2,0.32,-0.006045954641849409,-1.1043787452349014,-0.9549434118944388,1.797757978211872,0.09155893637545569,-0.9033617823255091,-0.2836075719052215,-0.30268916274046154,0.09363866316610703,-0.5817950445141117,-0.6661310271794003,-0.8261013299748327,1
Apple,Professional,AMD,AMD,RX 6700,4,1.38,32,2048,948,2800,3748,2976.82,1.26,14.6,937.0,1.56,0.747,-0.8422441294224655,-1.3011079570374944,0.3329330666816741,1.797757978211872,-1.0157009518195732,0.5382155886992521,-0.7091855069085814,-0.43655155800278117,-1.4365103337765863,0.2506197821878311,-0.5413717299620395,1.4152039621426564,1
Asus,Professional,Apple,Intel,RX 6600,8,1.24,32,512,2336,2000,4336,2922.49,1.48,16.3,542.0,6.25,0.461,-0.006045954641849409,-1.4631202491102178,0.3329330666816741,-0.4046454062890725,-0.3308182758771935,-0.3489089473159856,-0.4441009456988615,-0.48172668648654965,-0.033873753245784205,-0.6874796658785524,-0.11113562411687615,-0.08599817730840172,1
Asus,Professional,Intel,NVIDIA,RX 6700,6,2.1,32,256,1775,2800,4575,3232.42,1.42,15.1,762.5,12.5,0.612,-0.42414504203215747,-0.4679018835206309,0.3329330666816741,-0.7717126370392299,-0.6076332479259507,0.5382155886992521,-0.3363539896969515,-0.22402141185054236,-0.4164110024814579,-0.16380642967946996,0.46220673441878934,0.7065945606535206,1
MSI,Professional,Intel,AMD,RX 6700,6,1.63,16,128,2010,2800,4810,3164.79,1.52,15.9,801.7,12.5,0.582,-0.42414504203215747,-1.011800292621917,-0.4029963496475333,-0.9552462524143086,-0.4916768870855622,0.5382155886992521,-0.23041033002980152,-0.28025542509105855,0.22115107957799826,-0.07070896546629964,0.46220673441878934,0.5491258047670458,1
Asus,Professional,AMD,Intel,RX 6700,8,1.48,32,128,1784,2800,4584,3091.74,1.48,15.8,573.0,25.0,0.611,-0.006045954641849409,-1.1853848912712632,0.3329330666816741,-0.9552462524143086,-0.6031923660214252,0.5382155886992521,-0.3322965729437415,-0.3409961417437232,-0.033873753245784205,-0.613856671220178,1.6088914514901205,0.7013456021239713,1
MSI,Professional,AMD,AMD,RTX 3060,6,1.27,64,2048,1524,2200,3724,2917.94,1.28,15.5,620.7,3.12,0.591,-0.42414504203215747,-1.4284033293803484,1.8047918993400889,1.797757978211872,-0.7314845099299401,-0.12712781331217615,-0.7200052849171414,-0.4855099891664895,-1.308997917364695,-0.5005722568587437,-0.39826547727153744,0.5963664315329882,1
Dell,Professional,Apple,Intel,RTX 3080,4,3.21,4,1024,1104,3800,4904,3414.7,1.44,15.6,1226.0,0.39,0.775,-0.8422441294224655,0.8166241464845332,-0.9549434118944388,0.3294890552112423,-0.9387256654744642,1.6471212587182993,-0.18803286616294154,-0.07245648602648111,-0.2888985860695667,0.9369760872288052,-0.6487014194799162,1.562174800970033,1
